Scenario,controls,covid,year,statistic,value
D.3,External,covid,4,sd,8.411610590116128
D.3,External,covid,4,rmse,9.062063919826024
D.3,External,covid,5,mean.abs.bias,8.283046823223485
D.3,External,covid,5,abs.mean.bias,3.7843892743144854
D.3,External,covid,5,mean.bias,-3.7843892743144854
D.3,External,covid,5,sd,9.901077486973165
D.3,External,covid,5,rmse,10.590414293680265
D.3,External,nocovid,1,mean.abs.bias,1.948582536875415
D.3,External,nocovid,1,abs.mean.bias,0.4229464352095372
D.3,External,nocovid,1,mean.bias,-0.4229464352095372
D.3,External,nocovid,1,sd,2.4685816932921973
D.3,External,nocovid,1,rmse,2.502117397797496
D.3,External,nocovid,2,mean.abs.bias,3.247637561459033
D.3,External,nocovid,2,abs.mean.bias,0.7049107253492234
D.3,External,nocovid,2,mean.bias,-0.7049107253492234
D.3,External,nocovid,2,sd,4.114302822153673
D.3,External,nocovid,2,rmse,4.1701956629958365
D.3,External,nocovid,3,mean.abs.bias,4.546692586042641
D.3,External,nocovid,3,abs.mean.bias,0.9868750154889131
D.3,External,nocovid,3,mean.bias,-0.9868750154889131
D.3,External,nocovid,3,sd,5.760023951015139
D.3,External,nocovid,3,rmse,5.838273928194169
D.3,External,nocovid,4,mean.abs.bias,5.8457476106262565
D.3,External,nocovid,4,abs.mean.bias,1.2688393056286085
D.3,External,nocovid,4,mean.bias,-1.2688393056286085
D.3,External,nocovid,4,sd,7.40574507987661
D.3,External,nocovid,4,rmse,7.506352193392505
D.3,External,nocovid,5,mean.abs.bias,7.144802635209874
D.3,External,nocovid,5,abs.mean.bias,1.550803595768293
D.3,External,nocovid,5,mean.bias,-1.550803595768293
D.3,External,nocovid,5,sd,9.051466208738088
D.3,External,nocovid,5,rmse,9.174430458590848
D.3,Internal,covid,1,mean.abs.bias,3.2122906242712777
D.3,Internal,covid,1,abs.mean.bias,2.4705292585808527
D.3,Internal,covid,1,mean.bias,-2.4705292585808527
D.3,Internal,covid,1,sd,3.133513948853755
D.3,Internal,covid,1,rmse,3.987829819065727
D.3,Internal,covid,2,mean.abs.bias,5.3406151908666875
D.3,Internal,covid,2,abs.mean.bias,5.045267613580553
D.3,Internal,covid,2,mean.bias,-5.045267613580553
D.3,Internal,covid,2,sd,3.737335358870262
D.3,Internal,covid,2,rmse,6.276501057606651
D.3,Internal,covid,3,mean.abs.bias,7.088489087224386
D.3,Internal,covid,3,abs.mean.bias,6.864653191732534
D.3,Internal,covid,3,mean.bias,-6.864653191732534
D.3,Internal,covid,3,sd,4.557358889511463
D.3,Internal,covid,3,rmse,8.23719882305127
D.3,Internal,covid,4,mean.abs.bias,8.715459037376078
D.3,Internal,covid,4,abs.mean.bias,8.476383023276991
D.3,Internal,covid,4,mean.bias,-8.476383023276991
D.3,Internal,covid,4,sd,5.49514948880954
D.3,Internal,covid,4,rmse,10.098779318603482
D.3,Internal,covid,5,mean.abs.bias,10.28281832014801
D.3,Internal,covid,5,abs.mean.bias,9.999721452046389
D.3,Internal,covid,5,mean.bias,-9.999721452046389
D.3,Internal,covid,5,sd,6.489975503200078
D.3,Internal,covid,5,rmse,11.917632801298652
D.3,Internal,nocovid,1,mean.abs.bias,2.217745038624611
D.3,Internal,nocovid,1,abs.mean.bias,2.0563666295139695
D.3,Internal,nocovid,1,mean.bias,-2.0563666295139695
D.3,Internal,nocovid,1,sd,1.6374751602079287
D.3,Internal,nocovid,1,rmse,2.627661691595025
D.3,Internal,nocovid,2,mean.abs.bias,3.6962417310410247
D.3,Internal,nocovid,2,abs.mean.bias,3.4272777158566154
D.3,Internal,nocovid,2,mean.bias,-3.4272777158566154
D.3,Internal,nocovid,2,sd,2.729125267013222
D.3,Internal,nocovid,2,rmse,4.379436152658379
D.3,Internal,nocovid,3,mean.abs.bias,5.174738423457441
D.3,Internal,nocovid,3,abs.mean.bias,4.798188802199268
D.3,Internal,nocovid,3,mean.bias,-4.798188802199268
D.3,Internal,nocovid,3,sd,3.8207753738185177
D.3,Internal,nocovid,3,rmse,6.13121061372174
D.3,Internal,nocovid,4,mean.abs.bias,6.653235115873851
D.3,Internal,nocovid,4,abs.mean.bias,6.1690998885419175
D.3,Internal,nocovid,4,mean.bias,-6.1690998885419175
D.3,Internal,nocovid,4,sd,4.912425480623807
D.3,Internal,nocovid,4,rmse,7.882985074785095
D.3,Internal,nocovid,5,mean.abs.bias,8.13173180829026
D.3,Internal,nocovid,5,abs.mean.bias,7.540010974884565
D.3,Internal,nocovid,5,mean.bias,-7.540010974884565
D.3,Internal,nocovid,5,sd,6.004075587429097
D.3,Internal,nocovid,5,rmse,9.634759535848449
D.4,External,covid,1,mean.abs.bias,4.8797961867693305
D.4,External,covid,1,abs.mean.bias,2.2391455258340933
D.4,External,covid,1,mean.bias,-2.2391455258340933
D.4,External,covid,1,sd,5.632681346423242
D.4,External,covid,1,rmse,6.056188375365027
D.4,External,covid,2,mean.abs.bias,6.406471469854351
D.4,External,covid,2,abs.mean.bias,4.6233409158904015
D.4,External,covid,2,mean.bias,-4.6233409158904015
D.4,External,covid,2,sd,6.231359182301028
D.4,External,covid,2,rmse,7.754189758374239
D.4,External,covid,3,mean.abs.bias,8.054052815798178
D.4,External,covid,3,abs.mean.bias,6.3461631816445125
D.4,External,covid,3,mean.bias,-6.3461631816445125
D.4,External,covid,3,sd,7.315378083680701
D.4,External,covid,3,rmse,9.678921123877492
D.4,External,covid,4,mean.abs.bias,9.71919334848287
D.4,External,covid,4,abs.mean.bias,7.89228114567455
D.4,External,covid,4,mean.bias,-7.89228114567455
D.4,External,covid,4,sd,8.648185664625132
D.4,External,covid,4,rmse,11.701693669790625
D.4,External,covid,5,mean.abs.bias,11.40062296271569
D.4,External,covid,5,abs.mean.bias,9.364468459095423
D.4,External,covid,5,mean.bias,-9.364468459095423
D.4,External,covid,5,sd,10.109475024003427
D.4,External,covid,5,rmse,13.77281205171334
D.4,External,nocovid,1,mean.abs.bias,2.603206122147211
D.4,External,nocovid,1,abs.mean.bias,1.993477841477265
D.4,External,nocovid,1,mean.bias,-1.993477841477265
D.4,External,nocovid,1,sd,2.525080783215301
D.4,External,nocovid,1,rmse,3.2151570413123722
D.4,External,nocovid,2,mean.abs.bias,4.338676870245349
D.4,External,nocovid,2,abs.mean.bias,3.322463069128774
D.4,External,nocovid,2,mean.bias,-3.322463069128774
D.4,External,nocovid,2,sd,4.208467972025499
D.4,External,nocovid,2,rmse,5.358595068853951
D.4,External,nocovid,3,mean.abs.bias,6.074147618343481
D.4,External,nocovid,3,abs.mean.bias,4.651448296780287
D.4,External,nocovid,3,mean.bias,-4.651448296780287
D.4,External,nocovid,3,sd,5.891855160835688
D.4,External,nocovid,3,rmse,7.502033096395526
D.4,External,nocovid,4,mean.abs.bias,7.809618366441621
D.4,External,nocovid,4,abs.mean.bias,5.9804335244317945
D.4,External,nocovid,4,mean.bias,-5.9804335244317945
D.4,External,nocovid,4,sd,7.575242349645889
D.4,External,nocovid,4,rmse,9.645471123937106
D.4,External,nocovid,5,mean.abs.bias,9.545089114539756
D.4,External,nocovid,5,abs.mean.bias,7.3094187520833
D.4,External,nocovid,5,mean.bias,-7.3094187520833
D.4,External,nocovid,5,sd,9.258629538456086
D.4,External,nocovid,5,rmse,11.78890915147868
D.4,Internal,covid,1,mean.abs.bias,3.854787831187501
D.4,Internal,covid,1,abs.mean.bias,3.4396260931355664
D.4,Internal,covid,1,mean.bias,-3.4396260931355664
D.4,Internal,covid,1,sd,3.062389789628844
D.4,Internal,covid,1,rmse,4.603314286658558
D.4,Internal,covid,2,mean.abs.bias,6.591297193182541
D.4,Internal,covid,2,abs.mean.bias,6.5033812397557815
D.4,Internal,covid,2,mean.bias,-6.5033812397557815
D.4,Internal,covid,2,sd,3.5822914813855378
D.4,Internal,covid,2,rmse,7.423012473564868
D.4,Internal,covid,3,mean.abs.bias,8.874738193055235
D.4,Internal,covid,3,abs.mean.bias,8.81624785080728
D.4,Internal,covid,3,mean.bias,-8.81624785080728
D.4,Internal,covid,3,sd,4.349502501860495
D.4,Internal,covid,3,rmse,9.828863710344512
D.4,Internal,covid,4,mean.abs.bias,10.991691806176235
D.4,Internal,covid,4,abs.mean.bias,10.926618607189903
D.4,Internal,covid,4,mean.bias,-10.926618607189903
D.4,Internal,covid,4,sd,5.254321712327183
D.4,Internal,covid,4,rmse,12.122032628660435
D.4,Internal,covid,5,mean.abs.bias,13.03398282852716
D.4,Internal,covid,5,abs.mean.bias,12.955914263428008
D.4,Internal,covid,5,mean.bias,-12.955914263428008
D.4,Internal,covid,5,sd,6.226598666507946
D.4,Internal,covid,5,rmse,14.37180240238323
D.4,Internal,nocovid,1,mean.abs.bias,2.904867969654435
D.4,Internal,nocovid,1,abs.mean.bias,2.86201127549912
D.4,Internal,nocovid,1,mean.bias,-2.86201127549912
D.4,Internal,nocovid,1,sd,1.6162456294632719
D.4,Internal,nocovid,1,rmse,3.2860514262521376
D.4,Internal,nocovid,2,mean.abs.bias,4.84144661609072
D.4,Internal,nocovid,2,abs.mean.bias,4.770018792498529
D.4,Internal,nocovid,2,mean.bias,-4.770018792498529
D.4,Internal,nocovid,2,sd,2.6937427157721117
D.4,Internal,nocovid,2,rmse,5.476752377086889
D.4,Internal,nocovid,3,mean.abs.bias,6.778025262527008
D.4,Internal,nocovid,3,abs.mean.bias,6.678026309497943
D.4,Internal,nocovid,3,mean.bias,-6.678026309497943
D.4,Internal,nocovid,3,sd,3.7712398020809506
D.4,Internal,nocovid,3,rmse,7.667453327921644
D.4,Internal,nocovid,4,mean.abs.bias,8.714603908963293
D.4,Internal,nocovid,4,abs.mean.bias,8.586033826497355
D.4,Internal,nocovid,4,mean.bias,-8.586033826497355
D.4,Internal,nocovid,4,sd,4.848736888389789
D.4,Internal,nocovid,4,rmse,9.858154278756396
D.4,Internal,nocovid,5,mean.abs.bias,10.65118255539957
D.4,Internal,nocovid,5,abs.mean.bias,10.494041343496754
D.4,Internal,nocovid,5,mean.bias,-10.494041343496754
D.4,Internal,nocovid,5,sd,5.926233974698633
D.4,Internal,nocovid,5,rmse,12.04885522959114
D.5,External,covid,1,mean.abs.bias,4.967778066208847
D.5,External,covid,1,abs.mean.bias,0.4956869900430481
D.5,External,covid,1,mean.bias,-0.4956869900430481
D.5,External,covid,1,sd,6.177994213170108
D.5,External,covid,1,rmse,6.191686592929697
D.5,External,covid,2,mean.abs.bias,5.7541726344964195
D.5,External,covid,2,abs.mean.bias,1.921689964589232
D.5,External,covid,2,mean.bias,-1.921689964589232
D.5,External,covid,2,sd,6.992016485193454
D.5,External,covid,2,rmse,7.244543481832485
D.5,External,covid,3,mean.abs.bias,6.898169596456063
D.5,External,covid,3,abs.mean.bias,2.5749261167313797
D.5,External,covid,3,mean.bias,-2.5749261167313797
D.5,External,covid,3,sd,8.17884930652311
D.5,External,covid,3,rmse,8.566798312875195
D.5,External,covid,4,mean.abs.bias,8.144535475690319
D.5,External,covid,4,abs.mean.bias,2.993550201657372
D.5,External,covid,4,mean.bias,-2.993550201657372
D.5,External,covid,4,sd,9.607953157801397
D.5,External,covid,4,rmse,10.054326489854192
D.5,External,covid,5,mean.abs.bias,9.441190664843983
D.5,External,covid,5,abs.mean.bias,3.318184169597351
D.5,External,covid,5,mean.bias,-3.318184169597351
D.5,External,covid,5,sd,11.163929406499095
D.5,External,covid,5,rmse,11.635909905850728
D.5,External,nocovid,1,mean.abs.bias,2.1987924793709674
D.5,External,nocovid,1,abs.mean.bias,0.29505332776868615
D.5,External,nocovid,1,mean.bias,-0.29505332776868615
D.5,External,nocovid,1,sd,2.6855861673742663
D.5,External,nocovid,1,rmse,2.6990748012040333
D.5,External,nocovid,2,mean.abs.bias,3.66465413228495
D.5,External,nocovid,2,abs.mean.bias,0.491755546281142
D.5,External,nocovid,2,mean.bias,-0.491755546281142
D.5,External,nocovid,2,sd,4.4759769456237795
D.5,External,nocovid,2,rmse,4.498458002006724
D.5,External,nocovid,3,mean.abs.bias,5.130515785198927
D.5,External,nocovid,3,abs.mean.bias,0.688457764793601
D.5,External,nocovid,3,mean.bias,-0.688457764793601
D.5,External,nocovid,3,sd,6.26636772387329
D.5,External,nocovid,3,rmse,6.297841202809413
D.5,External,nocovid,4,mean.abs.bias,6.596377438112909
D.5,External,nocovid,4,abs.mean.bias,0.8851599833060627
D.5,External,nocovid,4,mean.bias,-0.8851599833060627
D.5,External,nocovid,4,sd,8.056758502122799
D.5,External,nocovid,4,rmse,8.0972244036121
D.5,External,nocovid,5,mean.abs.bias,8.06223909102689
D.5,External,nocovid,5,abs.mean.bias,1.0818622018185142
D.5,External,nocovid,5,mean.bias,-1.0818622018185142
D.5,External,nocovid,5,sd,9.847149280372317
D.5,External,nocovid,5,rmse,9.896607604414797
D.5,Internal,covid,1,mean.abs.bias,2.8491418582501318
D.5,Internal,covid,1,abs.mean.bias,2.083171197136725
D.5,Internal,covid,1,mean.bias,-2.083171197136725
D.5,Internal,covid,1,sd,2.845018866181929
D.5,Internal,covid,1,rmse,3.5238539017407207
D.5,Internal,covid,2,mean.abs.bias,4.899732491321344
D.5,Internal,covid,2,abs.mean.bias,4.631538473856721
D.5,Internal,covid,2,mean.bias,-4.631538473856721
D.5,Internal,covid,2,sd,3.402907326964691
D.5,Internal,covid,2,rmse,5.745238668164552
D.5,Internal,covid,3,mean.abs.bias,6.561667093458728
D.5,Internal,covid,3,abs.mean.bias,6.359807201806821
D.5,Internal,covid,3,mean.bias,-6.359807201806821
D.5,Internal,covid,3,sd,4.211741504892166
D.5,Internal,covid,3,rmse,7.62564335746022
D.5,Internal,covid,4,mean.abs.bias,8.094299454280902
D.5,Internal,covid,4,abs.mean.bias,7.8438552771963845
D.5,Internal,covid,4,mean.bias,-7.8438552771963845
D.5,Internal,covid,4,sd,5.146378555512599
D.5,Internal,covid,4,rmse,9.378609034487376
D.5,Internal,covid,5,mean.abs.bias,9.554174815442702
D.5,Internal,covid,5,abs.mean.bias,9.22488114551926
D.5,Internal,covid,5,mean.bias,-9.22488114551926
D.5,Internal,covid,5,sd,6.1398773182788435
D.5,Internal,covid,5,rmse,11.077956916575578
D.5,Internal,nocovid,1,mean.abs.bias,2.037924898179716
D.5,Internal,nocovid,1,abs.mean.bias,1.8426526907169956
D.5,Internal,nocovid,1,mean.bias,-1.8426526907169956
D.5,Internal,nocovid,1,sd,1.60041790951171
D.5,Internal,nocovid,1,rmse,2.439586798767825
D.5,Internal,nocovid,2,mean.abs.bias,3.3965414969661976
D.5,Internal,nocovid,2,abs.mean.bias,3.0710878178616605
D.5,Internal,nocovid,2,mean.bias,-3.0710878178616605
D.5,Internal,nocovid,2,sd,2.6673631825195323
D.5,Internal,nocovid,2,rmse,4.065977997946386
D.5,Internal,nocovid,3,mean.abs.bias,4.755158095752668
D.5,Internal,nocovid,3,abs.mean.bias,4.299522945006317
D.5,Internal,nocovid,3,mean.bias,-4.299522945006317
D.5,Internal,nocovid,3,sd,3.7343084555273434
D.5,Internal,nocovid,3,rmse,5.6923691971249335
D.5,Internal,nocovid,4,mean.abs.bias,6.113774694539147
D.5,Internal,nocovid,4,abs.mean.bias,5.527958072150986
D.5,Internal,nocovid,4,mean.bias,-5.527958072150986
D.5,Internal,nocovid,4,sd,4.801253728535158
D.5,Internal,nocovid,4,rmse,7.318760396303492
D.5,Internal,nocovid,5,mean.abs.bias,7.472391293325629
D.5,Internal,nocovid,5,abs.mean.bias,6.756393199295647
D.5,Internal,nocovid,5,mean.bias,-6.756393199295647
D.5,Internal,nocovid,5,sd,5.868199001542979
D.5,Internal,nocovid,5,rmse,8.945151595482049
D.6,External,covid,1,mean.abs.bias,4.867946374084658
D.6,External,covid,1,abs.mean.bias,2.2257188559834113
D.6,External,covid,1,mean.bias,-2.2257188559834113
D.6,External,covid,1,sd,5.711660559375124
D.6,External,covid,1,rmse,6.124675063928732
D.6,External,covid,2,mean.abs.bias,6.365182424282146
D.6,External,covid,2,abs.mean.bias,4.766165762775657
D.6,External,covid,2,mean.bias,-4.766165762775657
D.6,External,covid,2,sd,6.408681048571937
D.6,External,covid,2,rmse,7.981565415068356
D.6,External,covid,3,mean.abs.bias,8.106754585296747
D.6,External,covid,3,abs.mean.bias,6.6303081013417735
D.6,External,covid,3,mean.bias,-6.6303081013417735
D.6,External,covid,3,sd,7.588503939948933
D.6,External,covid,3,rmse,10.07130611098906
D.6,External,covid,4,mean.abs.bias,9.832835935207164
D.6,External,covid,4,abs.mean.bias,8.272036946532202
D.6,External,covid,4,mean.bias,-8.272036946532202
D.6,External,covid,4,sd,9.01203949007307
D.6,External,covid,4,rmse,12.226242975824135
D.6,External,covid,5,mean.abs.bias,11.575872601011415
D.6,External,covid,5,abs.mean.bias,9.807931637656935
D.6,External,covid,5,mean.bias,-9.807931637656935
D.6,External,covid,5,sd,10.565738709125986
D.6,External,covid,5,rmse,14.408576883562654
D.6,External,nocovid,1,mean.abs.bias,2.653538930548987
D.6,External,nocovid,1,abs.mean.bias,2.039726675190265
D.6,External,nocovid,1,mean.bias,-2.039726675190265
D.6,External,nocovid,1,sd,2.646022537164417
D.6,External,nocovid,1,rmse,3.3388496980442808
D.6,External,nocovid,2,mean.abs.bias,4.42256488424831
D.6,External,nocovid,2,abs.mean.bias,3.3995444586504386
D.6,External,nocovid,2,mean.bias,-3.3995444586504386
D.6,External,nocovid,2,sd,4.410037561940692
D.6,External,nocovid,2,rmse,5.564749496740464
D.6,External,nocovid,3,mean.abs.bias,6.191590837947639
D.6,External,nocovid,3,abs.mean.bias,4.759362242110624
D.6,External,nocovid,3,mean.bias,-4.759362242110624
D.6,External,nocovid,3,sd,6.174052586716966
D.6,External,nocovid,3,rmse,7.790649295436654
D.6,External,nocovid,4,mean.abs.bias,7.960616791646964
D.6,External,nocovid,4,abs.mean.bias,6.119180025570799
D.6,External,nocovid,4,mean.bias,-6.119180025570799
D.6,External,nocovid,4,sd,7.938067611493242
D.6,External,nocovid,4,rmse,10.016549094132838
D.6,External,nocovid,5,mean.abs.bias,9.729642745346284
D.6,External,nocovid,5,abs.mean.bias,7.478997809030969
D.6,External,nocovid,5,mean.bias,-7.478997809030969
D.6,External,nocovid,5,sd,9.702082636269516
D.6,External,nocovid,5,rmse,12.24244889282902
D.6,Internal,covid,1,mean.abs.bias,3.4086029782331146
D.6,Internal,covid,1,abs.mean.bias,2.885781648591953
D.6,Internal,covid,1,mean.bias,-2.885781648591953
D.6,Internal,covid,1,sd,2.9150103528154374
D.6,Internal,covid,1,rmse,4.099759323381951
D.6,Internal,covid,2,mean.abs.bias,6.059458367755624
D.6,Internal,covid,2,abs.mean.bias,5.927573572061724
D.6,Internal,covid,2,mean.bias,-5.927573572061724
D.6,Internal,covid,2,sd,3.461601917474239
D.6,Internal,covid,2,rmse,6.862568827457819
D.6,Internal,covid,3,mean.abs.bias,8.307267438014943
D.6,Internal,covid,3,abs.mean.bias,8.21471235599768
D.6,Internal,covid,3,mean.bias,-8.21471235599768
D.6,Internal,covid,3,sd,4.259337748547871
D.6,Internal,covid,3,rmse,9.251333592075976
D.6,Internal,covid,4,mean.abs.bias,10.378093859002071
D.6,Internal,covid,4,abs.mean.bias,10.277313120652273
D.6,Internal,covid,4,mean.bias,-10.277313120652273
D.6,Internal,covid,4,sd,5.18851347701364
D.6,Internal,covid,4,rmse,11.510429867597527
D.6,Internal,covid,5,mean.abs.bias,12.358785249818174
D.6,Internal,covid,5,abs.mean.bias,12.241662593928451
D.6,Internal,covid,5,mean.bias,-12.241662593928451
D.6,Internal,covid,5,sd,6.175169182823619
D.6,Internal,covid,5,rmse,13.708200176216009
D.6,Internal,nocovid,1,mean.abs.bias,2.73678956117851
D.6,Internal,nocovid,1,abs.mean.bias,2.6848754733682245
D.6,Internal,nocovid,1,mean.bias,-2.6848754733682245
D.6,Internal,nocovid,1,sd,1.5785372179075534
D.6,Internal,nocovid,1,rmse,3.1137360993374066
D.6,Internal,nocovid,2,mean.abs.bias,4.5613159352975154
D.6,Internal,nocovid,2,abs.mean.bias,4.474792455613706
D.6,Internal,nocovid,2,mean.bias,-4.474792455613706
D.6,Internal,nocovid,2,sd,2.6308953631792606
D.6,Internal,nocovid,2,rmse,5.1895601655623445
D.6,Internal,nocovid,3,mean.abs.bias,6.385842309416519
D.6,Internal,nocovid,3,abs.mean.bias,6.264709437859188
D.6,Internal,nocovid,3,mean.bias,-6.264709437859188
D.6,Internal,nocovid,3,sd,3.683253508450954
D.6,Internal,nocovid,3,rmse,7.265384231787278
D.6,Internal,nocovid,4,mean.abs.bias,8.210368683535531
D.6,Internal,nocovid,4,abs.mean.bias,8.054626420104675
D.6,Internal,nocovid,4,mean.bias,-8.054626420104675
D.6,Internal,nocovid,4,sd,4.735611653722657
D.6,Internal,nocovid,4,rmse,9.34120829801222
D.6,Internal,nocovid,5,mean.abs.bias,10.034895057654529
D.6,Internal,nocovid,5,abs.mean.bias,9.84454340235015
D.6,Internal,nocovid,5,mean.bias,-9.84454340235015
D.6,Internal,nocovid,5,sd,5.787969798994353
D.6,Internal,nocovid,5,rmse,11.417032364237146
D.7,External,covid,1,mean.abs.bias,4.554132054183551
D.7,External,covid,1,abs.mean.bias,0.18037362788203565
D.7,External,covid,1,mean.bias,-0.18037362788203565
D.7,External,covid,1,sd,5.857892492895317
D.7,External,covid,1,rmse,5.854810782172042
D.7,External,covid,2,mean.abs.bias,5.315392595927424
D.7,External,covid,2,abs.mean.bias,1.7115189447333334
D.7,External,covid,2,mean.bias,-1.7115189447333334
D.7,External,covid,2,sd,6.464940841256005
D.7,External,covid,2,rmse,6.681404512447897
D.7,External,covid,3,mean.abs.bias,6.364623075094658
D.7,External,covid,3,abs.mean.bias,2.5639776639309737
D.7,External,covid,3,mean.bias,-2.5639776639309737
D.7,External,covid,3,sd,7.645428109320866
D.7,External,covid,3,rmse,8.056652362736088
D.7,External,covid,4,mean.abs.bias,7.5432535672431875
D.7,External,covid,4,abs.mean.bias,3.1796017583385248
D.7,External,covid,4,mean.bias,-3.1796017583385248
D.7,External,covid,4,sd,9.098863817455468
D.7,External,covid,4,rmse,9.629829254181642
D.7,External,covid,5,mean.abs.bias,8.804421813621072
D.7,External,covid,5,abs.mean.bias,3.679837993982945
D.7,External,covid,5,mean.bias,-3.679837993982945
D.7,External,covid,5,sd,10.677067733489285
D.7,External,covid,5,rmse,11.283305521730206
D.7,External,nocovid,1,mean.abs.bias,2.0705553342179823
D.7,External,nocovid,1,abs.mean.bias,0.45967938854503315
D.7,External,nocovid,1,mean.bias,-0.45967938854503315
D.7,External,nocovid,1,sd,2.628709015282059
D.7,External,nocovid,1,rmse,2.666007502822199
D.7,External,nocovid,2,mean.abs.bias,3.4509255570299575
D.7,External,nocovid,2,abs.mean.bias,0.7661323142417177
D.7,External,nocovid,2,mean.bias,-0.7661323142417177
D.7,External,nocovid,2,sd,4.38118169213676
D.7,External,nocovid,2,rmse,4.443345838036993
D.7,External,nocovid,3,mean.abs.bias,4.831295779841937
D.7,External,nocovid,3,abs.mean.bias,1.0725852399384135
D.7,External,nocovid,3,mean.bias,-1.0725852399384135
D.7,External,nocovid,3,sd,6.133654368991463
D.7,External,nocovid,3,rmse,6.22068417325179
D.7,External,nocovid,4,mean.abs.bias,6.211666002653924
D.7,External,nocovid,4,abs.mean.bias,1.3790381656350974
D.7,External,nocovid,4,mean.bias,-1.3790381656350974
D.7,External,nocovid,4,sd,7.886127045846168
D.7,External,nocovid,4,rmse,7.998022508466588
D.7,External,nocovid,5,mean.abs.bias,7.592036225465911
D.7,External,nocovid,5,abs.mean.bias,1.6854910913317858
D.7,External,nocovid,5,mean.bias,-1.6854910913317858
D.7,External,nocovid,5,sd,9.638599722700878
D.7,External,nocovid,5,rmse,9.77536084368139
D.7,Internal,covid,1,mean.abs.bias,3.1578003893462503
D.7,Internal,covid,1,abs.mean.bias,2.3594106513678312
D.7,Internal,covid,1,mean.bias,-2.3594106513678312
D.7,Internal,covid,1,sd,3.076061705422777
D.7,Internal,covid,1,rmse,3.874280568844404
D.7,Internal,covid,2,mean.abs.bias,5.230685910720095
D.7,Internal,covid,2,abs.mean.bias,4.814192931518781
D.7,Internal,covid,2,mean.bias,-4.814192931518781
D.7,Internal,covid,2,sd,3.686752383410713
D.7,Internal,covid,2,rmse,6.06146949445403
D.7,Internal,covid,3,mean.abs.bias,6.917003941665919
D.7,Internal,covid,3,abs.mean.bias,6.539836836378447
D.7,Internal,covid,3,mean.bias,-6.539836836378447
D.7,Internal,covid,3,sd,4.544901134531668
D.7,Internal,covid,3,rmse,7.9614244904083815
D.7,Internal,covid,4,mean.abs.bias,8.464562812985063
D.7,Internal,covid,4,abs.mean.bias,8.062756473480277
D.7,Internal,covid,4,mean.bias,-8.062756473480277
D.7,Internal,covid,4,sd,5.544163487131494
D.7,Internal,covid,4,rmse,9.781835984371549
D.7,Internal,covid,5,mean.abs.bias,9.965779482158453
D.7,Internal,covid,5,abs.mean.bias,9.49934569712034
D.7,Internal,covid,5,mean.bias,-9.49934569712034
D.7,Internal,covid,5,sd,6.61291543465232
D.7,Internal,covid,5,rmse,11.570685282997282
D.7,Internal,nocovid,1,mean.abs.bias,2.15460951935944
D.7,Internal,nocovid,1,abs.mean.bias,1.9338474561890018
D.7,Internal,nocovid,1,mean.bias,-1.9338474561890018
D.7,Internal,nocovid,1,sd,1.7420052331409277
D.7,Internal,nocovid,1,rmse,2.601591638138943
D.7,Internal,nocovid,2,mean.abs.bias,3.5910158655990694
D.7,Internal,nocovid,2,abs.mean.bias,3.2230790936483467
D.7,Internal,nocovid,2,mean.bias,-3.2230790936483467
D.7,Internal,nocovid,2,sd,2.903342055234871
D.7,Internal,nocovid,2,rmse,4.335986063564907
D.7,Internal,nocovid,3,mean.abs.bias,5.027422211838696
D.7,Internal,nocovid,3,abs.mean.bias,4.512310731107681
D.7,Internal,nocovid,3,mean.bias,-4.512310731107681
D.7,Internal,nocovid,3,sd,4.064678877328817
D.7,Internal,nocovid,3,rmse,6.070380488990867
D.7,Internal,nocovid,4,mean.abs.bias,6.463828558078321
D.7,Internal,nocovid,4,abs.mean.bias,5.801542368567014
D.7,Internal,nocovid,4,mean.bias,-5.801542368567014
D.7,Internal,nocovid,4,sd,5.226015699422769
D.7,Internal,nocovid,4,rmse,7.804774914416827
D.7,Internal,nocovid,5,mean.abs.bias,7.9002349043179505
D.7,Internal,nocovid,5,abs.mean.bias,7.090774006026357
D.7,Internal,nocovid,5,mean.bias,-7.090774006026357
D.7,Internal,nocovid,5,sd,6.387352521516713
D.7,Internal,nocovid,5,rmse,9.53916933984279
D.8,External,covid,1,mean.abs.bias,5.287031000028836
D.8,External,covid,1,abs.mean.bias,2.5793451947304264
D.8,External,covid,1,mean.bias,-2.5793451947304264
D.8,External,covid,1,sd,6.198699298209299
D.8,External,covid,1,rmse,6.708207426520155
D.8,External,covid,2,mean.abs.bias,6.754019056375803
D.8,External,covid,2,abs.mean.bias,5.091085704374979
D.8,External,covid,2,mean.bias,-5.091085704374979
D.8,External,covid,2,sd,6.6795091694349376
D.8,External,covid,2,rmse,8.393197525875795
D.8,External,covid,3,mean.abs.bias,8.473537278616883
D.8,External,covid,3,abs.mean.bias,6.925562889904722
D.8,External,covid,3,mean.bias,-6.925562889904722
D.8,External,covid,3,sd,7.69322415930904
D.8,External,covid,3,rmse,10.345566582428967
D.8,External,covid,4,mean.abs.bias,10.270931184933648
D.8,External,covid,4,abs.mean.bias,8.572063427197966
D.8,External,covid,4,mean.bias,-8.572063427197966
D.8,External,covid,4,sd,9.053726420246427
D.8,External,covid,4,rmse,12.461392119999585
D.8,External,covid,5,mean.abs.bias,12.122817230398441
D.8,External,covid,5,abs.mean.bias,10.142150502192205
D.8,External,covid,5,mean.bias,-10.142150502192205
D.8,External,covid,5,sd,10.590031331506701
